Word,termFreq,docFreq
"具","169","10"
"環境","169","10"
"除了","169","10"
"3","168","8"
"一直","168","10"
"大學","168","10"
"永曆","168","10"
"強調","167","6"
"日本","167","10"
"移民","167","10"
"讓","167","10"
"難","167","10"
"對於","166","9"
"文","166","7"
"百","165","10"
"而且","164","10"
"子","163","10"
"特別","163","10"
"鄉親","163","8"
"非","162","10"
"1","160","8"
"人家","160","10"
"包括","160","8"
"如此","160","10"
"戶","160","10"
"印尼","159","4"
"除","159","10"
"2","158","8"
"沿海","158","9"
"裡","158","10"
"人口","157","10"
"問題","157","10"
"家廟","157","8"
"目前","157","10"
"台北","156","8"
"她","156","10"
"發現","156","10"
"三月","155","8"
"俗稱","155","10"
"出現","155","10"
"水頭","155","9"
"欲","154","10"
"一帶","153","10"
"七月","153","8"
"其他","153","10"
"居","153","10"
"古寧頭","152","10"
"比喻","152","2"
"風水","152","8"
"共同","151","10"
"成功","151","10"
"整","151","10"
"金門館","151","4"
"遷","150","10"
"世","149","10"
"以上","149","10"
"心","149","10"
"戰地","149","10"
"按","149","9"
"浯洲","149","10"
"澎","149","10"
"結構","149","10"
"迄","149","10"
"具有","148","10"
"言","148","10"
"使得","147","10"
"所謂","147","10"
"族人","147","7"
"資料","147","10"
"邊","147","10"
"共","146","10"
"金門學","146","10"
"同鄉會","145","3"
"圖","145","9"
"海外","145","10"
"傳説","144","8"
"尤其","144","10"
"山","144","10"
"鄉","144","10"
"地位","143","10"
"之間","142","10"
"古蹟","142","10"
"戰役","142","10"
"第二","142","10"
"觀光","142","10"
"詩","142","8"
"閩南","142","10"
"代表","141","10"
"方面","141","10"
"請","141","10"
"長","141","10"
"有關","140","10"
"依","139","10"
"矣","139","8"
"華僑","139","7"
"來自","137","10"
"回","137","10"
"因而","137","10"
"五月","136","7"
"安平","135","3"
"書","135","10"
"時代","134","10"
"頗","134","9"
"半","133","10"
"康熙","133","10"
"數","133","10"
"期間","133","8"
"瓊林","133","10"
"後來","132","10"
"后浦","131","5"
"方式","131","8"
"祠堂","131","4"
"載","131","8"
"連","131","10"
"不僅","130","10"
"完成","130","10"
"派","130","9"
"聯誼會","130","2"
"?","129","4"
"分居","129","6"
"原","129","10"
"段","129","10"
"貿易","129","8"
"一些","128","10"
"元年","128","10"
"子孫","128","9"
"發","128","10"
"聖誕","128","3"
"乾隆","127","10"
"公尺","127","9"
"家鄉","127","10"
"部分","127","10"
"世界","126","10"
"久","126","10"
"敢","126","7"
"獲","126","8"
"甚","126","10"
"至於","126","10"
"興建","126","9"
"極","125","10"
"──","124","6"
"不會","124","9"
"事業","124","10"
"經過","124","10"
"而已","124","10"
"隨","124","10"
"委員會","123","8"
"最後","123","10"
"月","123","10"
"致","123","10"
"近","123","10"
"信仰","122","9"
"十一月","122","9"
"千","122","10"
"從事","122","10"
"整理","122","10"
"文獻","122","10"
"看到","122","10"
"香港","122","5"
"傳","121","10"
"形成","121","10"
"政策","121","7"
"早","121","10"
"成爲","120","9"
"教育","120","8"
"民衆","120","7"
"陳氏","120","7"
"影響","119","10"
"擔任","119","9"
"萬曆","119","9"
"馬","119","10"
"不少","118","8"
"人民","118","5"
"建立","118","10"
"·","117","8"
"九","117","10"
"二月","117","8"
"叫","117","9"
"太武山","117","10"
"相當","117","10"
"往","116","10"
"赴","116","10"
"風","116","9"
"首","116","10"
"人士","115","10"
"十二月","115","8"
"已經","115","10"
"所有","115","10"
"銀行","115","5"
"宗族","114","10"
"指","114","10"
"村民","114","8"
"特殊","114","10"
"船","114","8"
"中心","113","10"
"兼","113","10"
"四月","113","8"
"存在","113","9"
"明代","113","10"
"結果","113","10"
"舉行","113","9"
"身","113","10"
"農曆","113","9"
"\t","112","4"
"國際","112","10"
"明朝","112","10"
"甚至","112","10"
"用語","112","4"
"遷來","112","5"
"中原","111","10"
"如果","111","10"
"晉江","111","10"
"條","111","10"
"生產","111","7"
"發生","111","10"
"祖先","111","9"
"造成","111","9"
"同鄉","110","4"
"張","110","10"
"想","110","10"
"期","110","9"
"無法","110","10"
"砲戰","110","8"
"行動","110","7"
"出生","109","9"
"北","109","8"
"十八","109","10"
"定居","109","9"
"情況","109","10"
"比","109","9"
"相","109","10"
"遭","109","9"
"〈","108","5"
"入","108","10"
"島嶼","108","10"
"神","108","9"
"金城","108","10"
"中華民國","107","10"
"什麼","107","10"
"兄弟","107","10"
"同安縣","107","10"
"必須","107","10"
"配合","107","9"
"長期","107","10"
"／","107","4"
"始祖","106","7"
"東","106","10"
"皇帝","106","9"
"進","106","10"
"錢","106","10"
"須","106","8"
"口","105","10"
"墓","105","9"
"夫人","105","10"
"提出","105","10"
"特色","105","9"
"老","105","10"
"們","104","10"
"原本","104","10"
"城","104","10"
"學校","104","9"
"形式","104","8"
"指出","104","8"
"政務","104","10"
"條件","104","10"
"深","104","9"
"而言","104","10"
"行業","104","4"
"附近","104","10"
"二十","103","10"
"以前","103","9"
"古","103","9"
"話","103","10"
"逐漸","103","10"
"問","102","9"
"地理","102","10"
"旁","102","10"
"東西","102","10"
"總統","102","10"
"道光","102","10"
"鄉民","102","7"
"音","102","10"
"作爲","101","9"
"唯","101","7"
"很多","101","10"
"汶萊","101","1"
"精神","101","10"
"計畫","101","5"
"魚","101","8"
"些","100","10"
"屋頂","100","10"
"左右","100","10"
"獅子","100","3"
"當地","100","10"
"雙方","100","8"
"不但","99","10"
"吾","99","10"
"少","99","10"
"意","99","8"
"歲月","99","9"
"民俗","99","10"
"竟","99","9"
"艘","99","7"
"設立","99","10"
"頁","99","10"
"二年","98","10"
"供","98","10"
"唐","98","10"
"坐","98","10"
"工程","98","6"
"惟","98","10"
"筆者","98","9"
"表現","98","10"
"透過","98","10"
"道","98","9"
"隻","98","8"
"就是","97","9"
"復","97","8"
"書院","97","10"
"清代","97","10"
"還是","97","10"
"中央","96","9"
"交通","96","9"
"今日","96","10"
"價值","96","9"
"反攻","96","10"
"真","96","10"
"遠","96","10"
"原因","95","9"
"認爲","95","8"
"謂","95","9"
"三十","94","9"
"先後","94","10"
"勸","94","4"
"只要","94","10"
"未來","94","10"
"比較","94","10"
"焉","94","10"
"\u2003","93","2"
"公會","93","4"
"根據","93","9"
"跟","93","7"
"際","93","10"
"中華","92","10"
"台海","92","5"
"朝","92","10"
"陳","92","10"
"』","91","8"
"人物","91","9"
"保存","91","10"
"改變","91","10"
"舊","91","10"
"金城鎮","91","8"
"開發","91","10"
"十五","90","10"
"寫","90","10"
"時候","90","10"
"立","90","10"
"〉","89","6"
"之外","89","9"
"人們","89","10"
"倭寇","89","6"
"四十","89","10"
"大小","89","10"
"幾乎","89","10"
"廟宇","89","8"
"打","89","9"
"支","89","9"
"知道","89","9"
"第三","89","9"
"美","89","10"
"講述","89","2"
"達","89","9"
"部隊","89","5"
"金門城","89","10"
"傳說","88","5"
"前後","88","10"
"地點","88","9"
"如何","88","10"
"擁有","88","10"
"整建","88","4"
"最早","88","10"
"有的","88","10"
"東南","88","10"
"目的","88","9"
"誰","88","10"
"路","88","10"
"主席","87","3"
"分別","87","9"
"句","87","10"
"既","87","9"
"李","87","10"
"此外","87","10"
"準備","87","9"
"當然","87","9"
"福州","87","10"
"行政","87","9"
"金廈","87","10"
"金沙鎮","87","8"
"供奉","86","9"
"參與","86","9"
"學","86","7"
"張先賢","86","1"
"提供","86","10"
"方","86","10"
"角色","86","10"
"設置","86","7"
"魯王","86","6"
"4","85","7"
"以來","85","9"
"留下","85","10"
"積極","85","10"
"走","85","9"
"另外","84","10"
"歷代","84","10"
"清兵","84","10"
"西","84","10"
"『","83","8"
"加上","83","9"
"天下","83","10"
"居住","83","10"
"早期","83","9"
"縣長","83","10"
"諷刺","83","1"
"金門志","83","7"
"難以","83","10"
"一樣","82","9"
"上述","82","8"
"中學","82","4"
"仍然","82","10"
"八二三","82","8"
"叢刊","82","10"
"嘉靖","82","9"
"大家","82","10"
"姓氏","82","8"
"完全","82","10"
"屬於","82","10"
"父親","82","8"
"王","82","8"
"過去","82","10"
"之前","81","10"
"以下","81","9"
"作用","81","10"
"公園","81","10"
"族","81","10"
"望出","81","3"
"水師","81","7"
"求","81","9"
"盧若騰","81","10"
"篇","81","6"
"考","81","8"
"任何","80","9"
"十六","80","9"
"漳州","80","7"
"王爺","80","6"
"現象","80","7"
"相傳","80","10"
"節","80","8"
"資源","80","7"
"重修","80","7"
"重新","80","10"
"(2)","79","5"
"一月","79","6"
"不斷","79","10"
"份","79","10"
"住","79","9"
"值得","79","10"
"儀式","79","10"
"十三","79","10"
"國民","79","5"
"得以","79","10"
"我國","79","10"
"提督","79","7"
"浯江","79","9"
"真是","79","10"
"統一","79","9"
"經驗","79","10"
"講","79","7"
"一切","78","9"
"事實","78","10"
"事情","78","6"
"描述","78","10"
"旨在","78","4"
"歸","78","9"
"(1)","77","4"
"十五日","77","6"
"度","77","10"
"推動","77","10"
"海盜","77","10"
"片","77","10"
"獲得","77","9"
"聽","77","7"
"越","77","10"
"部","77","10"
"金僑","77","2"
"金馬","77","5"
"一定","76","10"
"件","76","9"
"十一","76","8"
"十分","76","9"
"呢","76","9"
"基地","76","10"
"手","76","10"
"然後","76","9"
"現","76","9"
"當年","76","8"
"省","76","10"
"鄉人","76","7"
"靠","76","8"
"鹿港","76","6"
"別人","75","7"
"同年","75","6"
"彼此","75","9"
"族譜","75","8"
"會長","75","3"
"紀念","75","10"
"説明","75","8"
"謀生","75","10"
"軍隊","75","10"
"集團","75","4"
"三十八年","74","8"
"不論","74","10"
"參加","74","7"
"快","74","10"
"意識","74","8"
"所在","74","10"
"找","74","8"
"文章","74","10"
"決定","74","9"
"洪武","74","10"
"至今","74","10"
"著有","74","10"
"軍","74","7"
"頭","74","10"
"願","74","9"
"予","73","10"
"作品","73","10"
"作戰","73","4"
"力量","73","10"
"孝宗","73","1"
"官","73","8"
"放","73","10"
"相同","73","10"
"神話","73","10"
"記錄","73","4"
"豐富","73","10"
"金門縣志","73","10"
"類","73","10"
"體系","73","10"
"公分","72","7"
"底","72","10"
"易","72","9"
"真正","72","10"
"蔡","72","10"
"語言","72","10"
"象徵","72","9"
"貢獻","72","6"
"金寧鄉","72","8"
"開放","72","10"
"來到","71","5"
"僑匯","71","4"
"成化","71","2"
"文風","71","10"
"祭祖","71","8"
"何","70","9"
"分析","70","6"
"南安","70","5"
"可是","70","10"
"基礎","70","10"
"太","70","9"
"愈","70","7"
"愛","70","10"
"房","70","8"
"本身","70","10"
"民","70","8"
"盡","70","10"
"神明","70","8"
"葬","70","6"
"俗","69","6"
"光緒","69","9"
"取","69","9"
"右","69","10"
"回到","69","10"
"希望","69","9"
"情","69","8"
"朱熹","69","10"
"棟","69","8"
"湖","69","8"
"終","69","9"
"認為","69","5"
"遷居","69","8"
"鄉社","69","3"
"功能","68","10"
"協助","68","9"
"呈現","68","10"
"左","68","10"
"年代","68","10"
"待","68","9"
"戰略","68","6"
"日軍","68","6"
"服務","68","8"
"正式","68","8"
"父母","68","7"
"番","68","10"
"習俗","68","10"
"號","68","10"
"需要","68","8"
"點","68","9"
"吧","67","10"
"大量","67","10"
"朱子","67","10"
"根","67","8"
"正月","67","8"
"然而","67","10"
"舉","67","10"
"許","67","10"
"賊","67","5"
"一時","66","10"
"先民","66","10"
"全部","66","8"
"創作","66","4"
"占","66","10"
"台南","66","4"
"層","66","10"
"往來","66","10"
"或是","66","9"
"曾經","66","10"
"有時","66","10"
"沒有","66","8"
"父子","66","10"
"登陸","66","6"
"直接","66","9"
"衆","66","10"
"製作","66","7"
"＠","66","2"
"南宋","65","10"
"型態","65","10"
"委員","65","5"
"安全","65","7"
"形態","65","7"
"往往","65","9"
"成就","65","10"
"母親","65","9"
"民宅","65","8"
"爲主","65","9"
"一方面","64","7"
"不易","64","10"
"奉祀","64","8"
"實際","64","7"
"憲宗","64","1"
"林","64","10"
"機會","64","10"
"能力","64","8"
"處理","64","7"
"觀念","64","10"
"青嶼","64","9"
"一日","63","8"
"中葉","63","7"
"人員","63","9"
"任務","63","8"
"商業","63","8"
"學者","63","10"
"從此","63","10"
"收","63","10"
"毀","63","10"
"要求","63","8"
"重視","63","10"
"關於","63","9"
"防禦","63","6"
"面積","63","10"
"，然","63","9"
"來源","62","9"
"前往","62","8"
"加以","62","9"
"南京","62","5"
"和平","62","10"
"孚濟廟","62","7"
"安置","62","5"
"形勢","62","6"
"控制","62","7"
"漸","62","9"
"父","62","6"
"獨立","62","10"
"發揮","62","9"
"發表","62","5"
"發跡","62","10"
"砲擊","62","10"
"總會","62","8"
"萬","62","9"
"蔡氏","62","7"
"變遷","62","8"
"距","62","8"
"重建","62","7"
"(3)","61","5"
"主任","61","5"
"十七","61","9"
"反而","61","9"
"受到","61","9"
"團體","61","7"
"增加","61","9"
"如今","61","10"
"寫照","61","5"
"島民","61","10"
"建醮","61","2"
"形容詞","61","2"
"意近","61","1"
"會議","61","6"
"解決","61","9"
"變","61","10"
"金沙","61","8"
"鐘斗","61","1"
"共軍","60","3"
"其實","60","9"
"利用","60","9"
"卷","60","7"
"單位","60","9"
"場","60","8"
"境","60","7"
"女兒","60","6"
"存","60","9"
"學術","60","10"
"守","60","9"
"容易","60","10"
"小島","60","10"
"屆","60","10"
"帶","60","10"
"批","60","9"
"採錄","60","4"
"支持","60","10"
"支派","60","3"
"昔日","60","10"
"暨","60","9"
"此時","60","9"
"繼續","60","9"
"聞","60","9"
"蓋","60","9"
"視","60","10"
"賜","60","8"
"鎮","60","9"
"黃","60","8"
"一度","59","10"
"位置","59","10"
"大華","59","1"
"家族","59","9"
"歷經","59","10"
"浯","59","10"
"炭門","59","2"
"生命","59","10"
"產生","59","9"
"稍","59","10"
"等等","59","8"
"規模","59","10"
"談論","59","3"
"負責","59","10"
"軍民","59","7"
"農業","59","8"
"送","59","8"
"鄉村","59","7"
"面","59","10"
"〕","58","1"
"內容","58","10"
"公共","58","4"
"凡","58","10"
"口頭","58","3"
"因素","58","9"
"後裔","58","8"
"恢復","58","9"
"文字","58","10"
"材料","58","8"
"猶","58","8"
"稱爲","58","7"
"通過","58","10"
"部份","58","7"
"雞","58","7"
"養","58","10"
"之下","57","10"
"事件","57","7"
"區","57","7"
"在於","57","10"
"大部分","57","9"
"屋","57","10"
"張氏","57","4"
"是否","57","9"
"用來","57","7"
"祭拜","57","6"
"能夠","57","9"
"董事","57","2"
"鄉土","57","10"
"金湖鎮","57","5"
"隨著","57","8"
"面元","57","7"
"領域","57","10"
"〔","56","2"
"不得","56","10"
"俞氏","56","2"
"光","56","10"
"內地","56","10"
"努力","56","9"
"基本","56","8"
"實施","56","5"
"師","56","8"
"抗戰","56","10"
"拜","56","9"
"氏族","56","5"
"管理","56","8"
"舊金城","56","8"
"裔","56","4"
"通判","56","10"
"鄭軍","56","10"
"金門族","56","1"
"金門縣政府","56","10"
"鼎盛","56","10"
"～","56","4"
"出版社","55","10"
"只有","55","9"
"命","55","9"
"天地","55","10"
"廈門市","55","3"
"性質","55","8"
"指揮","55","5"
"改爲","55","8"
"文物","55","10"
"早年","55","8"
"江","55","10"
"浙江","55","6"
"港","55","6"
"演出","55","5"
"牆","55","9"
"生意","55","7"
"當局","55","4"
"範圍","55","9"
"築","55","10"
"規劃","55","8"
"調査","55","8"
"轉化","55","4"
"返鄉","55","7"
"這裡","55","5"
"開基","55","10"
"需","55","8"
"顆","55","10"
"馬來西亞","55","5"
"依然","54","8"
"公","54","9"
"兵力","54","4"
"其後","54","9"
"只好","54","10"
"同樣","54","10"
"展開","54","10"
"廣東","54","7"
"率","54","6"
"盛","54","10"
"直","54","10"
"石","54","9"
"程度","54","8"
"維持","54","8"
"華人","54","2"
"道路","54","8"
"一一","53","8"
"不要","53","8"
"作家","53","3"
"十二日","53","5"
"十四","53","7"
"即可","53","8"
"原來","53","9"
"否則","53","8"
"定","53","9"
"尋","53","8"
"應該","53","8"
"提","53","9"
"改","53","10"
"朝向","53","6"
"海島","53","10"
"特","53","8"
"現代","53","10"
"碼頭","53","5"
"聯合","53","6"
"著作","53","7"
"軍管","53","4"
"鄭經","53","10"
"金門島","53","9"
"隔","53","8"
"顯示","53","10"
"一點","52","8"
"主簿","52","10"
"云","52","8"
"十六日","52","6"
"多數","52","10"
"尺","52","9"
"平方公里","52","10"
"後浦","52","8"
"支援","52","10"
"故鄉","52","8"
"教化","52","10"
"此後","52","10"
"流傳","52","8"
"深刻","52","10"
"缺乏","52","9"
"蔡復一","52","9"
"談","52","8"
"軍人","52","4"
"軍方","52","3"
"之中","51","9"
"二十三日","51","10"
"住宅","51","7"
"俗諺","51","7"
"個人","51","10"
"側","51","9"
"共有","51","8"
"出任","51","5"
"多少","51","9"
"子女","51","7"
"對象","51","8"
"居於","51","7"
"政委會","51","5"
"日據","51","10"
"滿","51","9"
"王氏","51","4"
"祖籍","51","4"
"總","51","8"
"那些","51","8"
"1990","50","2"
"。\t","50","2"
"一九九五年","50","10"
"以至","50","4"
"兒子","50","8"
"原有","50","10"
"品","50","6"
"孩子","50","7"
"完整","50","9"
"小學","50","7"
"市場","50","7"
"接受","50","9"
"斤","50","6"
"村莊","50","7"
"海濱","50","10"
"牧馬","50","10"
"神祇","50","6"
"移居","50","4"
"表","50","8"
"説法","50","9"
"買","50","9"
"避","50","10"
"集中","50","7"
"（一）","50","8"
"不如","49","8"
"今天","49","8"
"似","49","8"
"先人","49","7"
"六姓","49","7"
"啊","49","6"
"圍頭","49","5"
"基於","49","9"
"太監","49","2"
"奉","49","8"
"平均","49","10"
"後人","49","10"
"得到","49","8"
"念","49","8"
"房子","49","7"
"投資","49","5"
"據説","49","6"
"據點","49","10"
"敬拜","49","4"
"春秋","49","7"
"有所","49","9"
"望","49","9"
"漸漸","49","10"
"略","49","10"
"祭祀","49","9"
"藝術","49","8"
"詩文集","49","10"
"起來","49","9"
"辟邪","49","3"
"鄭用錫","49","10"
"重點","49","7"
"陳淵","49","9"
"一九四九年","48","10"
"不再","48","10"
"他人","48","4"
"初期","48","5"
"十九年","48","10"
"反","48","10"
"史料","48","10"
"吳氏","48","6"
"夜","48","10"
"民族","48","10"
"渡海","48","8"
"烈嶼鄉","48","8"
"狗","48","3"
"發起","48","4"
"相關","48","9"
"祠","48","6"
"系","48","4"
"終於","48","8"
"芝龍","48","3"
"""""","47","5"
"三年","47","7"
"三日","47","6"
"不必","47","8"
"五十","47","7"
"分爲","47","9"
"功夫","47","4"
"同治","47","10"
"呈","47","9"
"唯一","47","10"
"官兵","47","6"
"對方","47","6"
"感","47","7"
"成果","47","9"
"採","47","10"
"日後","47","9"
"替","47","7"
"東門","47","8"
"殺","47","7"
"直到","47","10"
"神像","47","8"
"編輯","47","10"
"而是","47","8"
"聚居","47","5"
"舉人","47","10"
"艋舺","47","2"
"衝突","47","7"
"解放","47","2"
"計劃","47","4"
"近年","47","8"
"風俗","47","10"
"®","46","3"
"不久","46","8"
"事務","46","8"
"事蹟","46","6"
"人才","46","10"
"光復","46","10"
"刻","46","8"
"功","46","8"
"區域","46","10"
"厝","46","10"
"各界","46","10"
"命運","46","9"
"四十三","46","10"
"地帶","46","5"
"報","46","8"
"女","46","7"
"家庭","46","9"
"機構","46","5"
"爭","46","10"
"當天","46","5"
"目標","46","6"
"紀錄","46","10"
"總兵","46","9"
"繼","46","7"
"職","46","8"
"藉","46","8"
"記","46","9"
"諺語","46","6"
"醮","46","1"
"防衛","46","6"
"非常","46","9"
"面對","46","10"
"鼓勵","46","10"
"（二）","46","7"
"一生","45","8"
"三十六","45","10"
"似乎","45","10"
"另一方面","45","5"
"哩","45","7"
"太平","45","10"
"實","45","8"
"寫下","45","10"
"封","45","9"
"換","45","5"
"教授","45","7"
"普遍","45","9"
"東北","45","8"
"楊樹清","45","10"
"構築","45","10"
"清朝","45","10"
"物","45","7"
"產業","45","6"
"社","45","3"
"立即","45","5"
"統計","45","7"
"經商","45","6"
"總督","45","6"
"計","45","6"
"議","45","8"
"造型","45","8"
"鄉鎮","45","9"
"雙","45","8"
"體制","45","10"
"乘","44","7"
"交流","44","6"
"亦即","44","9"
"內陸","44","6"
"其次","44","7"
"再者","44","4"
"北京","44","7"
"十餘","44","10"
"原則","44","7"
"吧生","44","1"
"吳","44","8"
"商人","44","6"
"安岐","44","6"
"寺廟","44","9"
"師傅","44","9"
"役","44","7"
"怕","44","6"
"情勢","44","6"
"成為","44","7"
"戰鬥","44","5"
"房屋","44","8"
"探討","44","10"
"攻擊","44","3"
"最多","44","10"
"步","44","7"
"民居","44","5"
"祖厝","44","6"
"編印","44","7"
"胡璉","44","6"
"脈絡","44","4"
"行爲","44","8"
"訓練","44","7"
"設醮","44","3"
"許氏","44","7"
"詩集","44","10"
"那麼","44","9"
"鄉賢","44","7"
"階段","44","5"
"黃氏","44","7"
"\uf06e\t","43","1"
"乏","43","7"
"二十五日","43","10"
"僑民","43","7"
"內部","43","9"
"加","43","8"
"十九","43","9"
"司令官","43","6"
"呀","43","4"
"周德興","43","10"
"嘴","43","6"
"嚴重","43","7"
"四年","43","7"
"地名","43","7"
"大約","43","8"
"奇","43","10"
"宗","43","8"
"寬","43","10"
"屋脊","43","5"
"景","43","4"
"有些","43","10"
"沙美","43","8"
"當中","43","6"
"破壞","43","9"
"級","43","8"
"親","43","7"
"討論","43","10"
"都市","43","3"
"鄉情","43","3"
"鎮風","43","3"
"陸續","43","9"
"七日","42","8"
"上面","42","8"
"主編","42","6"
"亂","42","8"
"人丁","42","10"
"佔","42","9"
"促成","42","10"
"傳奇","42","6"
"公里","42","5"
"加工","42","5"
"加強","42","7"
"勝利","42","10"
"協會","42","5"
"危機","42","8"
"四十七年","42","10"
"大人","42","5"
"大多","42","7"
"子弟","42","8"
"宗親","42","5"
"射擊","42","4"
"府","42","10"
"建造","42","8"
"成員","42","6"
"朝廷","42","6"
"林家","42","5"
"海域","42","6"
"由來","42","8"
