Word,termFreq,docFreq
"！","433","9"
"均","426","10"
"還","425","10"
"小","424","10"
"稱","422","10"
"］","422","4"
"另","421","10"
"中國","414","10"
"位","414","10"
"天","413","10"
"因此","405","10"
"西元","404","10"
"那","403","10"
"海","401","10"
"可以","400","10"
"且","396","10"
"地方","395","10"
"澎湖","393","10"
"過","392","10"
"地區","390","10"
"本","389","10"
"應","386","10"
"故","384","10"
"設","383","10"
"福建","382","10"
"家","381","10"
"廈門","379","10"
"未","379","10"
"之後","375","10"
"同","369","10"
"全","368","10"
"向","365","10"
"事","363","10"
"由於","362","10"
"政府","359","10"
"台","356","10"
"南洋","351","10"
"仍","345","10"
"兩岸","345","6"
"發展","344","10"
"曰","339","10"
"—","335","8"
"生活","335","10"
"這些","334","10"
"初","331","10"
"把","330","10"
"關係","328","10"
"據","326","10"
"同安","325","10"
"名","324","10"
"只","323","10"
"當時","321","10"
"鄭成功","321","10"
"座","320","10"
"建","319","10"
"時間","317","10"
"空間","317","10"
"語","315","6"
"新","312","10"
"歲","312","9"
"經濟","311","9"
"島","310","10"
"處","309","10"
"雖","303","10"
"當","301","10"
"他們","300","9"
"工作","300","10"
"文學","299","10"
"軍事","299","10"
"以及","297","10"
"係","296","10"
"日","296","10"
"自己","294","10"
"皆","292","10"
"我們","281","10"
"先生","280","10"
"金","280","10"
"約","276","10"
"？","276","9"
"居民","274","10"
"進士","273","10"
"閩","271","10"
"說","270","5"
"其中","269","10"
"國家","269","10"
"它","269","10"
"較","268","10"
".","266","10"
"村","263","10"
"知","263","10"
"會館","262","7"
"元","260","10"
"［","260","3"
"吃","259","10"
"美國","259","4"
"常","257","10"
"位於","255","10"
"屬","255","10"
"意義","254","10"
"第一","254","10"
"以後","253","10"
"起","253","10"
"字","252","10"
"出","251","10"
"幾","250","10"
"表示","250","10"
"－","249","9"
"一般","248","10"
"主要","248","10"
"時期","247","10"
"好","244","10"
"傳統","242","10"
"建築","240","10"
"没","240","8"
"研究","240","10"
"若","240","10"
"公元","237","2"
"公司","237","8"
"宗祠","237","10"
"成立","236","10"
"所以","234","10"
"人文","233","10"
"尚","233","9"
"看","233","10"
"高","233","10"
"十月","232","10"
"姓","232","10"
"門","231","10"
"這樣","229","10"
"先","228","10"
"始","227","10"
"六","225","10"
"出版","223","10"
"南","223","10"
"末","223","10"
"任","222","9"
"進行","222","10"
"不可","220","10"
"開","220","10"
"像","219","10"
"十","219","10"
"正","219","10"
"開始","217","10"
"記載","214","10"
"故事","213","9"
"代","212","10"
"廟","212","10"
"令","210","10"
"受","210","10"
"尊","210","8"
"福建省","210","10"
"居","209","10"
"政治","208","10"
"烈嶼","208","10"
"土地","207","10"
"同時","206","10"
"村落","206","10"
"經","205","10"
"行","204","10"
"不同","203","10"
"不過","203","9"
"建設","202","8"
"過程","201","10"
"某","200","10"
"泉州","200","10"
"組織","198","7"
"但是","197","10"
"八","197","10"
"必","196","10"
"生","196","10"
"雖然","196","10"
"將軍","192","8"
"塊","191","10"
"-","190","4"
"死","190","8"
"縣","189","10"
"遂","189","10"
"便","188","10"
"可能","188","10"
"僅","187","10"
"註","186","6"
"鄭氏","186","7"
"不能","185","10"
"同胞","185","5"
"戰爭","183","10"
"六月","182","9"
"分","182","10"
"國軍","182","10"
"水","182","10"
"年間","181","10"
"金門縣","181","9"
"項","181","10"
"你","180","7"
"八月","179","10"
"經營","179","10"
"!","178","4"
"––––","177","1"
"形容","177","10"
"並且","176","7"
"宋","176","10"
"給","176","10"
"許多","176","10"
"諸","176","9"
"於是","175","10"
"活動","175","10"
"遷","175","10"
"國","174","10"
"難","174","10"
"自然","173","10"
"3","172","8"
"七","172","10"
"子","172","10"
"現在","171","10"
"具","170","10"
"永曆","170","10"
"讓","170","10"
"重要","170","9"
"●","169","1"
"九月","169","7"
"環境","169","10"
"除了","169","10"
"非","169","10"
"一直","168","10"
"十二","168","10"
"大學","168","10"
"文","168","8"
"移民","168","10"
"強調","167","6"
"日本","167","10"
"對於","166","9"
"百","166","10"
"鄉親","166","8"
"世","165","10"
"共","165","10"
"整","165","10"
"裡","164","10"
"山","163","10"
"特別","163","10"
"而且","163","10"
"除","162","10"
"戶","161","10"
"人家","160","10"
"包括","160","8"
"如此","160","10"
"印尼","159","4"
"言","159","10"
"人口","158","10"
"沿海","158","9"
"1","157","7"
"2","157","8"
"問題","157","10"
"家廟","157","8"
"水頭","157","10"
"澎","157","10"
"目前","157","10"
"她","156","10"
"發現","156","10"
"邊","156","10"
"三月","155","8"
"俗稱","155","10"
"出現","155","10"
"台北","155","8"
"欲","155","10"
"七月","154","8"
"心","154","10"
"按","154","9"
"風水","154","8"
"一帶","153","10"
"其他","153","10"
"成功","152","10"
"比喻","152","2"
"詩","152","8"
"長","152","10"
"共同","151","10"
"古寧頭","151","10"
"金門館","151","4"
"浯洲","150","10"
"以上","149","10"
"戰地","149","10"
"結構","149","10"
"具有","148","10"
"迄","148","10"
"使得","147","10"
"圖","147","9"
"所謂","147","10"
"資料","147","10"
"載","147","8"
"依","146","10"
"同鄉會","146","3"
"回","146","10"
"尤其","146","10"
"金門學","146","10"
"族人","145","7"
"書","145","10"
"海外","145","10"
"請","145","10"
"地位","143","10"
"之間","142","10"
"傳説","142","8"
"古蹟","142","10"
"戰役","142","10"
"第二","142","10"
"觀光","142","10"
"連","142","10"
"閩南","142","10"
"·","141","8"
"代表","141","10"
"方面","141","10"
"馬","141","10"
"有關","140","10"
"矣","140","8"
"鄉","140","10"
"原","139","10"
"華僑","139","7"
"來自","137","10"
"因而","137","10"
"安平","137","3"
"數","137","10"
"五月","136","7"
"發","136","10"
"聖誕","136","3"
"祠堂","135","4"
",","134","10"
"康熙","134","10"
"時代","134","10"
"久","133","10"
"元年","133","10"
"半","133","10"
"期間","133","8"
"派","133","9"
"後來","132","10"
"瓊林","132","10"
"甚","132","10"
"頗","132","9"
"分居","131","6"
"千","131","10"
"方式","131","8"
"貿易","131","8"
"不僅","130","10"
"傳","130","10"
"子孫","130","9"
"完成","130","10"
"聯誼會","130","2"
"致","130","10"
"?","129","4"
"后浦","129","5"
"一些","128","10"
"敢","128","7"
"月","128","10"
"極","128","10"
"段","128","10"
"部分","128","10"
"風","128","10"
"乾隆","127","10"
"公尺","127","9"
"早","127","10"
"獲","127","8"
"興建","127","9"
"近","127","10"
"世界","126","10"
"家鄉","126","10"
"至於","126","10"
"往","125","10"
"陳氏","125","7"
"──","124","6"
"不會","124","9"
"事業","124","10"
"最後","124","10"
"經過","124","10"
"而已","124","10"
"隨","124","10"
"委員會","123","8"
"用語","123","4"
"信仰","122","9"
"十一月","122","9"
"從事","122","10"
"整理","122","10"
"文獻","122","10"
"看到","122","10"
"香港","122","5"
"形成","121","10"
"政策","121","7"
"墓","120","9"
"教育","120","8"
"船","120","8"
"首","120","10"
"九","119","10"
"人民","119","6"
"建立","119","10"
"影響","119","10"
"擔任","119","9"
"民衆","119","7"
"身","119","10"
"不少","118","8"
"張","118","10"
"二月","117","8"
"入","117","10"
"叫","117","9"
"太武山","117","10"
"相","117","10"
"相當","117","10"
"赴","117","10"
"中心","116","10"
"北","116","8"
"口","116","10"
"指","116","10"
"老","116","10"
"人士","115","10"
"十二月","115","8"
"已經","115","10"
"復","115","8"
"所有","115","10"
"明代","115","10"
"東","115","10"
"萬曆","115","9"
"銀行","115","5"
"存在","114","9"
"村民","114","8"
"特殊","114","10"
"神","114","9"
"遷來","114","5"
"四月","113","8"
"宗族","113","10"
"想","113","10"
"期","113","9"
"祖先","113","9"
"結果","113","10"
"舉行","113","9"
"農曆","113","9"
"金城","113","10"
"兼","112","10"
"吾","112","10"
"唐","112","10"
"國際","112","10"
"明朝","112","10"
"甚至","112","10"
"竟","112","10"
"進","112","10"
"中原","111","10"
"如果","111","10"
"定居","111","9"
"條","111","10"
"生產","111","7"
"發生","111","10"
"砲戰","111","8"
"造成","111","9"
"二十","110","10"
"兄弟","110","10"
"同鄉","110","4"
"深","110","9"
"無法","110","10"
"行動","110","7"
"遭","110","9"
"須","110","8"
"出生","109","9"
"古","109","9"
"同安縣","109","10"
"城","109","10"
"情況","109","10"
"比","109","9"
"〈","108","5"
"真","108","10"
"錢","108","10"
"陳","108","10"
"中華民國","107","10"
"什麼","107","10"
"島嶼","107","10"
"必須","107","10"
"皇帝","107","9"
"配合","107","9"
"十八","106","10"
"始祖","106","7"
"道","106","9"
"長期","106","10"
"音","106","10"
"／","106","4"
"唯","105","7"
"坐","105","10"
"夫人","105","10"
"提出","105","10"
"特色","105","9"
"立","105","10"
"遠","105","10"
"原本","104","10"
"學校","104","9"
"形式","104","8"
"指出","104","8"
"政務","104","10"
"旁","104","10"
"條件","104","10"
"而言","104","10"
"行業","104","4"
"附近","104","10"
"以前","103","9"
"問","103","9"
"意","103","9"
"東西","103","10"
"逐漸","103","10"
"道光","103","10"
"些","102","10"
"少","102","10"
"晉江","102","8"
"獅子","102","3"
"舊","102","10"
"鄉民","102","7"
"頁","102","10"
"地理","101","10"
"很多","101","10"
"汶萊","101","1"
"精神","101","10"
"計畫","101","5"
"魚","101","8"
"屋頂","100","10"
"民俗","100","10"
"總統","100","10"
"跟","100","7"
"雙方","100","8"
"供","99","10"
"工程","99","6"
"左右","99","10"
"方","99","10"
"歲月","99","9"
"艘","99","7"
"設立","99","10"
"魯王","99","6"
"不但","98","10"
"惟","98","10"
"浯","98","10"
"焉","98","10"
"當地","98","10"
"筆者","98","9"
"表現","98","10"
"話","98","10"
"謂","98","9"
"透過","98","10"
"隻","98","8"
"勸","97","4"
"反攻","97","10"
"書院","97","10"
"清代","97","10"
"中央","96","9"
"交通","96","9"
"今日","96","10"
"們","96","10"
"價值","96","9"
"還是","96","10"
"原因","95","9"
"既","95","9"
"比較","95","10"
"現","95","9"
"先後","94","10"
"只要","94","10"
"打","94","9"
"朝","94","10"
"未來","94","10"
"公會","93","4"
"學","93","7"
"根據","93","9"
"認爲","93","9"
"金城鎮","93","8"
"際","93","10"
"三十","92","9"
"中華","92","10"
"二年","92","10"
"台海","92","5"
"美","92","10"
"開發","92","10"
"』","91","8"
"人物","91","9"
"十五","91","10"
"支","91","9"
"改變","91","10"
"講述","91","2"
"路","91","10"
"大小","90","10"
"寫","90","10"
"時候","90","10"
"西","90","10"
"金門城","90","10"
"〉","89","6"
"之外","89","9"
"人們","89","10"
"保存","89","10"
"前後","89","10"
"幾乎","89","10"
"廟宇","89","8"
"成爲","89","9"
"有的","89","10"
"王","89","8"
"知道","89","9"
"第三","89","9"
"走","89","9"
"達","89","9"
"部隊","89","5"
"住","88","9"
"傳說","88","5"
"地點","88","9"
"如何","88","10"
"擁有","88","10"
"整建","88","4"
"東南","88","10"
"當然","88","9"
"目的","88","9"
"誰","88","10"
"4","87","7"
"作爲","87","9"
"倭寇","87","6"
"分別","87","9"
"句","87","10"
"四十","87","10"
"最早","87","10"
"李","87","10"
"此外","87","10"
"準備","87","9"
"福州","87","10"
"考","87","9"
"行政","87","9"
"金廈","87","10"
"主席","86","3"
"供奉","86","9"
"參與","86","9"
"張先賢","86","1"
"提供","86","10"
"角色","86","10"
"設置","86","7"
"金沙鎮","86","8"
"以來","85","9"
"求","85","9"
"積極","85","10"
"另外","84","10"
"族","84","10"
"早期","84","9"
"歷代","84","10"
"清兵","84","10"
"留下","84","10"
"篇","84","6"
"『","83","8"
"一樣","83","9"
"加上","83","9"
"嘉靖","83","10"
"天下","83","10"
"官","83","7"
"居住","83","10"
"手","83","10"
"諷刺","83","1"
"金門志","83","7"
"難以","83","10"
"頭","83","10"
"上述","82","8"
"中學","82","4"
"仍然","82","10"
"叢刊","82","10"
"大家","82","10"
"完全","82","10"
"屬於","82","10"
"望出","82","3"
"父親","82","8"
"縣長","82","10"
"過去","82","10"
"，爲","82","8"
"之前","81","10"
"以下","81","9"
"何","81","9"
"作用","81","10"
"八二三","81","8"
"公園","81","10"
"姓氏","81","8"
"歸","81","9"
"盧若騰","81","10"
"(2)","80","5"
"任何","80","9"
"國民","80","5"
"得以","80","10"
"我國","80","10"
"水師","80","7"
"現象","80","7"
"相傳","80","10"
"節","80","8"
"講","80","7"
"資源","80","7"
"醮","80","2"
"重新","80","10"
"靠","80","9"
"一月","79","6"
"不斷","79","10"
"份","79","10"
"值得","79","10"
"儀式","79","10"
"十六","79","8"
"易","79","9"
"漳州","79","7"
"統一","79","9"
"經驗","79","10"
"聽","79","7"
"重修","79","7"
"願","79","9"
"一切","78","9"
"事實","78","10"
"事情","78","6"
"描述","78","10"
"提督","78","7"
"旨在","78","4"
"林","78","10"
"一定","77","10"
"十三","77","10"
"十五日","77","6"
"太","77","9"
"守","77","10"
"推動","77","10"
"民","77","8"
"浯江","77","9"
"海盜","77","10"
"然後","77","9"
"片","77","10"
"獲得","77","9"
"盡","77","10"
"省","77","10"
"蔡","77","10"
"衆","77","10"
"許","77","10"
"越","77","10"
"部","77","10"
"(1)","76","4"
"予","76","10"
"件","76","9"
"凡","76","10"
"十分","76","9"
"吧","76","10"
"呢","76","9"
"基地","76","10"
"度","76","10"
"愛","76","10"
"房","76","8"
"洪武","76","10"
"湖","76","8"
"王爺","76","6"
"當年","76","8"
"金僑","76","2"
"別人","75","7"
"同年","75","6"
"底","75","10"
"彼此","75","9"
"找","75","8"
"文章","75","10"
"族譜","75","8"
"會長","75","3"
"紀念","75","10"
"至今","75","10"
"葬","75","7"
"説明","75","8"
"謀生","75","10"
"軍隊","75","10"
"鄉社","75","3"
"金馬","75","5"
"集團","75","4"
"不論","74","10"
"參加","74","7"
"取","74","10"
"快","74","10"
"意識","74","8"
"所在","74","10"
"決定","74","9"
"豐富","74","10"
"鹿港","74","6"
"三十八年","73","8"
"作品","73","10"
"作戰","73","4"
"力量","73","10"
"放","73","10"
"然而","73","10"
"相同","73","10"
"神話","73","10"
"記錄","73","4"
"賊","73","5"
"金寧鄉","73","8"
"類","73","10"
"體系","73","10"
"公分","72","7"
"十一","72","8"
"南安","72","5"
"孝宗","72","1"
"左","72","10"
"收","72","10"
"棟","72","8"
"爲主","72","9"
"真是","72","10"
"真正","72","10"
"舉","72","10"
"語言","72","10"
"賜","72","8"
"鄉人","72","7"
"開放","72","10"
"點","72","10"
"僑匯","71","4"
"成化","71","2"
"文風","71","10"
"朱熹","71","10"
"根","71","8"
"渡","71","10"
"祭祖","71","8"
"號","71","10"
"象徵","71","9"
"遷居","71","8"
"金門縣志","71","10"
"來到","70","5"
"分析","70","6"
"可是","70","10"
"基礎","70","10"
"情","70","8"
"愈","70","7"
"本身","70","10"
"番","70","10"
"神明","70","8"
"軍","70","7"
"光緒","69","9"
"占","69","10"
"右","69","10"
"回到","69","10"
"希望","69","9"
"待","69","9"
"朱子","69","10"
"終","69","9"
"認為","69","5"
"貢獻","69","6"
"一時","68","10"
"功能","68","10"
"協助","68","9"
"呈現","68","10"
"大量","68","10"
"年代","68","10"
"戰略","68","6"
"日軍","68","6"
"服務","68","8"
"正式","68","8"
"父母","68","7"
"習俗","68","10"
"需要","68","8"
"正月","67","8"
"變","67","10"
"先民","66","10"
"全部","66","8"
"創作","66","4"
"台南","66","4"
"層","66","10"
"往來","66","10"
"或是","66","9"
"改","66","10"
"曾經","66","10"
"有時","66","10"
"毀","66","10"
"民宅","66","8"
"沒有","66","8"
"父子","66","10"
"登陸","66","6"
"直接","66","9"
"著有","66","10"
"蓋","66","9"
"製作","66","7"
"青嶼","66","9"
"＠","66","2"
"不易","65","10"
"俗","65","6"
"南宋","65","10"
"型態","65","10"
"奉祀","65","8"
"委員","65","5"
"安全","65","7"
"形態","65","7"
"憲宗","65","1"
"成就","65","10"
"母親","65","9"
"父","65","6"
"蔡氏","65","7"
"雞","65","7"
"一方面","64","7"
"場","64","8"
"存","64","9"
"實際","64","7"
"帶","64","10"
"往往","64","9"
"機會","64","10"
"江","64","10"
"置","64","10"
"聞","64","9"
"能力","64","8"
"處理","64","7"
"觀念","64","10"
"鎮","64","9"
"關於","64","9"
"面積","64","10"
"中葉","63","8"
"人員","63","9"
"任務","63","8"
"商業","63","8"
"從此","63","10"
"拜","63","9"
"支派","63","3"
"漸","63","9"
"發跡","63","10"
"盛","63","10"
"石","63","9"
"要求","63","8"
"重視","63","10"
"鐘斗","63","1"
"防禦","63","6"
"一度","62","10"
"一日","62","8"
"來源","62","9"
"前往","62","8"
"加以","62","9"
"南京","62","5"
"和平","62","10"
"境","62","7"
"孚濟廟","62","7"
"學者","62","10"
"安置","62","5"
"就是","62","8"
"形勢","62","6"
"控制","62","7"
"獨立","62","10"
"發揮","62","9"
"發表","62","5"
"築","62","10"
"總會","62","8"
"變遷","62","8"
"距","62","8"
"重建","62","7"
"黃","62","8"
"主任","61","5"
"云","61","8"
"十七","61","9"
"卷","61","7"
"反而","61","9"
"團體","61","7"
"增加","61","9"
"女兒","61","6"
"如今","61","10"
"寫照","61","5"
"小島","61","10"
"形容詞","61","2"
"意近","61","1"
"昔日","61","10"
"會議","61","6"
"炭門","61","2"
"猶","61","8"
"解決","61","9"
"軍民","61","7"
"金沙","61","8"
"(3)","60","5"
"共軍","60","3"
"其實","60","9"
"利用","60","9"
"受到","60","9"
"單位","60","9"
"學術","60","10"
"家族","60","9"
"容易","60","10"
"屆","60","10"
"屋","60","10"
"批","60","9"
"採錄","60","4"
"支持","60","10"
"此時","60","9"
"砲擊","60","10"
"繼續","60","9"
"萬","60","9"
"視","60","10"
"奉","59","8"
"張氏","59","4"
"後裔","59","8"
"暨","59","9"
"歷經","59","10"
"牆","59","9"
"生命","59","10"
"產生","59","9"
"略","59","10"
"稍","59","10"
"等等","59","8"
"規模","59","10"
"談論","59","3"
"負責","59","10"
"農業","59","8"
"送","59","8"
"避","59","10"
"鄉村","59","7"
"鄭軍","59","10"
"面","59","9"
"養","59","10"
"〕","58","1"
"位置","58","10"
"光","58","10"
"內容","58","10"
"公共","58","4"
"區","58","7"
"口頭","58","3"
"因素","58","9"
"大華","58","1"
"恢復","58","9"
"文字","58","10"
"材料","58","8"
"直","58","10"
"董事","58","2"
"通過","58","10"
"部份","58","7"
"陳淵","58","9"
"鼎盛","58","10"
"，然","58","9"
"之下","57","10"
"俞氏","57","2"
"公","57","9"
"命","57","9"
"在於","57","10"
"大部分","57","9"
"是否","57","9"
"滿","57","9"
"率","57","7"
"用來","57","7"
"能夠","57","9"
"舊金城","57","8"
"計","57","7"
"通判","57","10"
"鄉土","57","10"
"金湖鎮","57","5"
"隨著","57","8"
"面元","57","7"
"領域","57","10"
"〔","56","2"
"不得","56","10"
"事件","56","7"
"內地","56","10"
"努力","56","9"
"厝","56","10"
"基本","56","8"
"實施","56","5"
"師","56","8"
"建醮","56","2"
"抗戰","56","10"
"港","56","6"
"生意","56","7"
"祭拜","56","6"
"管理","56","8"
"這裡","56","5"
"鄭經","56","10"
"開基","56","10"
"隔","56","8"
"～","56","4"
"一點","55","8"
"出版社","55","10"
"否則","55","9"
"天地","55","10"
"居於","55","7"
"性質","55","8"
"文物","55","10"
"早年","55","8"
"演出","55","5"
"王氏","55","4"
"當局","55","4"
"祖厝","55","6"
"範圍","55","9"
"維持","55","8"
"華人","55","2"
"裔","55","4"
"規劃","55","8"
"調査","55","8"
"轉化","55","4"
"返鄉","55","7"
"道路","55","8"
"金門族","55","1"
"需","55","8"
"顆","55","10"
"馬來西亞","55","5"
"依然","54","8"
"兵力","54","4"
"其後","54","9"
"十四","54","7"
"原來","54","9"
"只好","54","10"
"同樣","54","10"
"展開","54","10"
"廈門市","54","2"
"廣東","54","7"
"指揮","54","5"
"提","54","9"
"改爲","54","8"
"浙江","54","6"
"現代","54","10"
"祠","54","6"
"程度","54","8"
"總","54","9"
"表","54","8"
"談","54","8"
"買","54","10"
"軍管","54","4"
"金門縣政府","54","10"
"不要","53","8"
"亂","53","8"
"作家","53","3"
"十二日","53","5"
"四年","53","10"
"奇","53","10"
"定","53","9"
"尺","53","9"
"島民","53","10"
"應該","53","8"
"故鄉","53","8"
"朝向","53","6"
"氏族","53","6"
"海島","53","10"
"特","53","8"
"祖籍","53","4"
"稱爲","53","8"
"聯合","53","6"
"著作","53","7"
"金門島","53","9"
"顯示","53","10"
"一一","52","8"
"主簿","52","10"
"之中","52","9"
"似","52","8"
"十六日","52","6"
"多數","52","10"
"封","52","9"
"尋","52","8"
"平方公里","52","10"
"後浦","52","8"
"支援","52","10"
"教化","52","10"
"斤","52","6"
"此後","52","10"
"殺","52","8"
"流傳","52","8"
"碼頭","52","5"
"缺乏","52","9"
"軍方","52","3"
"二十三日","51","10"
"住宅","51","7"
"俗諺","51","7"
"個人","51","10"
"側","51","9"
"出任","51","5"
"反","51","10"
"多少","51","9"
"子女","51","7"
"對象","51","8"
"小學","51","7"
"政委會","51","5"
"日據","51","10"
"望","51","9"
"深刻","51","10"
"神祇","51","6"
"移居","51","4"
"職","51","9"
"芝龍","51","3"
"蔡復一","51","9"
"軍人","51","4"
"那些","51","8"
"一九九五年","50","10"
"不如","50","8"
"以至","50","4"
"兒子","50","8"
"加","50","8"
"原有","50","10"
"只有","50","9"
"夜","50","10"
"太監","50","2"
"孩子","50","7"
"完整","50","9"
"市場","50","7"
"感","50","7"
"採","50","10"
"接受","50","9"
"村莊","50","7"
"海濱","50","10"
"狗","50","4"
"説法","50","9"
"集中","50","7"
"（一）","50","8"
"今天","49","8"
"先人","49","7"
"功","49","9"
"吳氏","49","6"
"品","49","6"
"啊","49","6"
"圍頭","49","5"
"基於","49","9"
"後人","49","10"
"得到","49","8"
"房子","49","7"
"投資","49","5"
"據説","49","6"
"據點","49","10"
"敬拜","49","4"
"春秋","49","7"
"渡海","49","8"
"漸漸","49","10"
"烈嶼鄉","49","8"
"祭祀","49","9"
"藝術","49","8"
"詩文集","49","10"
"議","49","8"
"鄭用錫","49","10"
"重點","49","7"
"一九四九年","48","10"
"三年","48","7"
"不再","48","10"
"事蹟","48","7"
"他人","48","4"
"分爲","48","9"
"初期","48","5"
"刻","48","8"
"史料","48","10"
"官兵","48","6"
"平均","48","10"
"念","48","8"
"換","48","6"
"東門","48","8"
"物","48","7"
"發起","48","4"
"相關","48","9"
"系","48","4"
"終於","48","8"
"總兵","48","9"
"記","48","8"
"起來","48","9"
"辟邪","48","3"
"風俗","48","10"
"®","47","3"
"三日","47","6"
"不必","47","8"
"事務","47","8"
"五十","47","7"
"六姓","47","7"
"功夫","47","4"
"十九年","47","10"
"即可","47","8"
"同治","47","10"
"吳","47","8"
"唯一","47","10"
"女","47","7"
"對方","47","6"
"成果","47","9"
"日後","47","9"
"替","47","7"
"民族","47","10"
"營","47","10"
"直到","47","10"
"破","47","9"
"神像","47","8"
"編輯","47","10"
"繼","47","7"
"而是","47","8"
"舉人","47","10"
"艋舺","47","2"
"衝突","47","7"
"解放","47","2"
"計劃","47","4"
"近年","47","8"
"雨","47","7"
"'","46","5"
"不久","46","8"
"乘","46","7"
"光復","46","10"
"區域","46","10"
"各界","46","10"
"呈","46","9"
"命運","46","9"
"四十三","46","10"
"地帶","46","5"
"報","46","8"
"家庭","46","9"
"實","46","8"
"役","46","7"
"怕","46","6"
"捐","46","7"
"有所","46","9"
"楊樹清","46","10"
"沙美","46","8"
"爭","46","10"
"牧馬","46","10"
"產業","46","6"
"當天","46","5"
"目標","46","6"
"紀錄","46","10"
"聚居","46","5"
"藉","46","8"
"虎","46","8"
"親","46","7"
"訓練","46","7"
"諺語","46","6"
"重","46","9"
"防衛","46","6"
"非常","46","9"
"面對","46","10"
"鼓勵","46","10"
"一生","45","8"
"似乎","45","10"
"另一方面","45","5"
"哩","45","7"
"太平","45","10"
"寫下","45","10"
"教授","45","7"
"普遍","45","9"
"東北","45","8"
"構築","45","10"
"機構","45","5"
"泉","45","7"
"清朝","45","10"
"然","45","10"
"登","45","9"
"立即","45","5"
"統計","45","7"
"經商","45","6"
"總督","45","6"
"胡璉","45","6"
"造型","45","8"
"鄉鎮","45","9"
"體制","45","10"
"黃氏","45","7"
"（二）","45","7"
"三十六","44","10"
"交流","44","6"
"亦即","44","9"
"人才","44","10"
"內陸","44","6"
"其次","44","7"
"再者","44","4"
"北京","44","7"
"十餘","44","10"
"原則","44","7"
"商人","44","6"
"嘴","44","7"
"大多","44","7"
"安岐","44","6"
"宗","44","8"
"寬","44","10"
"寺廟","44","9"
"師傅","44","9"
"情勢","44","6"
"成為","44","7"
"戰鬥","44","5"
"房屋","44","8"
"探討","44","10"
"景","44","4"
"最多","44","10"
"林氏","44","5"
"民居","44","5"
"牛","44","6"
"的話","44","8"
"級","44","8"
"編印","44","7"
"脈絡","44","4"
"行爲","44","8"
"許氏","44","7"
"詩集","44","10"
"貴","44","8"
"那麼","44","9"
"階段","44","5"
"乏","43","7"
"二十五日","43","10"
"僑民","43","7"
"內部","43","9"
"只是","43","10"
"司令官","43","6"
"呀","43","4"
"嚴重","43","7"
"地名","43","7"
"大約","43","8"
"孫","43","8"
"安","43","10"
"害","43","7"
"屋脊","43","5"
"建造","43","8"
"攻擊","43","3"
"教","43","8"
"朝廷","43","6"
"步","43","7"
"治","43","9"
"獅","43","5"
"留","43","9"
"當中","43","6"
"破壞","43","9"
"科學","43","8"
"繁衍","43","7"
"觀察","43","9"
"討論","43","10"
"都市","43","3"
"鎮風","43","3"
"陸續","43","9"
"上面","42","8"
"不足","42","9"
"主編","42","6"
"九八行","42","1"
"人丁","42","10"
"促成","42","10"
"傳奇","42","6"
"公里","42","5"
"加工","42","5"
"加強","42","7"
"勝利","42","10"
"十九","42","9"
"協會","42","5"
"危機","42","8"
"周德興","42","10"
